,season,task_episode,task_description,task_contestant,task_score
28,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Paul Sinha,0
29,Series 8,Episode 1: Hello. (8 May 2019),Peel a banana using your feet.,Sian Gibson,0
30,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Iain Stirling,4
31,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Joe Thomas,1
32,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Lou Sanders,3
33,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Paul Sinha,4
34,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Prize: Best pair of things.,Sian Gibson,5
35,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Iain Stirling,2
36,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Joe Thomas,3
37,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Lou Sanders,4
38,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Paul Sinha,5
39,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Put something on your face that looks like a moustache from afar, but it's clear what it really is up close.",Sian Gibson,1
40,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Iain Stirling,3
41,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Joe Thomas,5
42,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Lou Sanders,4
43,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Paul Sinha,1
44,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Transfer as much rice as possible into the bottle in the living room. You may only use the contents of the shopping basket, and the bottle must not leave the living room.",Sian Gibson,2
45,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Iain Stirling,2
46,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Joe Thomas,3
47,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Lou Sanders,2
48,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Paul Sinha,2
49,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Team: Convey the object in the chest to your teammates. They may not see the object - in the first minute, you may only make facial expressions. In the second minute, you may make noises. In the third minute, you may shout adjectives. From then on, you may whisper verbs.",Sian Gibson,3
50,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Iain Stirling,1
51,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Joe Thomas,5
52,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Lou Sanders,4
53,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Paul Sinha,2
54,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),Run the furthest distance while making a continuous noise with your mouth.,Sian Gibson,3
55,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Iain Stirling,1
56,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Joe Thomas,3
57,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Lou Sanders,4
58,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Paul Sinha,5
59,Series 8,Episode 2: A novel about Russian Gulags. (15 May 2019),"Live: Say a species of bird, eat a grape, and say the name of a remaining contestant within 5 seconds of hearing your own name. You may not say a species of bird that has already been said.",Sian Gibson,2
60,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Iain Stirling,3
61,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Joe Thomas,2
62,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Lou Sanders,1
63,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Paul Sinha,4
64,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Prize: Best burstable thing.,Sian Gibson,5
65,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Iain Stirling,2
66,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Joe Thomas,5
67,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Lou Sanders,5
68,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Paul Sinha,3
69,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),Build the best volcano.,Sian Gibson,2
70,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Iain Stirling,3
71,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Joe Thomas,0
72,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Lou Sanders,4
73,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Paul Sinha,2
74,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Work out what Alex is wearing next door. You must both stay in your seats, and Alex may only communicate with his horn.",Sian Gibson,5
75,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Iain Stirling,4
76,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Joe Thomas,2
77,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Lou Sanders,5
78,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Paul Sinha,1
79,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Do the worst thing, then make the best apology to Alex for it.",Sian Gibson,3
80,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Iain Stirling,5
81,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Joe Thomas,1
82,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Lou Sanders,4
83,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Paul Sinha,1
84,Series 8,Episode 3: Stuck in a mammal groove. (22 May 2019),"Live: Get in your first sleeping bag with your arms through the holes, the zip zipped up and the hood up, and salute the Taskmaster for a full five seconds. Then, get in your second sleeping bag while still in the first, and skip once.",Sian Gibson,1
85,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Iain Stirling,1
86,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Joe Thomas,4
87,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Lou Sanders,3
88,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Paul Sinha,1
89,Series 8,Episode 4: The barrel dad. (29 May 2019),Prize: Best present for a doctor.,Sian Gibson,5
90,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Iain Stirling,5
91,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Joe Thomas,4
92,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Lou Sanders,4
93,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Paul Sinha,1
94,Series 8,Episode 4: The barrel dad. (29 May 2019),Get this loo roll through the toilet seat. You may not lower the toilet seat.,Sian Gibson,2
95,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Iain Stirling,4
96,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Joe Thomas,4
97,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Lou Sanders,3
98,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Paul Sinha,5
99,Series 8,Episode 4: The barrel dad. (29 May 2019),Make the best thing to engage a toddler.,Sian Gibson,5
100,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Iain Stirling,0
101,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Joe Thomas,3
102,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Lou Sanders,0
103,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Paul Sinha,0
104,Series 8,Episode 4: The barrel dad. (29 May 2019),"Team: Get the most weight into this hammock. If anything falls out of the hammock, you will be disqualified.",Sian Gibson,3
105,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Iain Stirling,0
106,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Joe Thomas,0
107,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Lou Sanders,5
108,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Paul Sinha,4
109,Series 8,Episode 4: The barrel dad. (29 May 2019),"Live: Choose a hoop to throw a frying pan into, then choose a distance to throw from. If you choose the small hoop, you get three attempts - the medium hoop gets two, and the large hoop gets one. Longest distance from a successful throw wins.",Sian Gibson,0
110,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Iain Stirling,0
111,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Joe Thomas,0
112,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Lou Sanders,0
113,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Paul Sinha,0
114,Series 8,Episode 4: The barrel dad. (29 May 2019),Whip the bottle off the barrel.,Sian Gibson,1
115,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Iain Stirling,5
116,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Joe Thomas,1
117,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Lou Sanders,2
118,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Paul Sinha,4
119,Series 8,Episode 5: Stay humble. (5 June 2019),Prize: Best face.,Sian Gibson,3
120,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Iain Stirling,0
121,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Joe Thomas,4
122,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Lou Sanders,5
123,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Paul Sinha,2
124,Series 8,Episode 5: Stay humble. (5 June 2019),"Divert the sand from bucket A to bucket B. You may not touch the sand, move the buckets or leave the room.",Sian Gibson,3
125,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Iain Stirling,4
126,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Joe Thomas,4
127,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Lou Sanders,4
128,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Paul Sinha,1
129,Series 8,Episode 5: Stay humble. (5 June 2019),"Make the most realistic injury using food. If two or more people use ketchup, they are disqualified.",Sian Gibson,5
130,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Iain Stirling,3
131,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Joe Thomas,2
132,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Lou Sanders,3
133,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Paul Sinha,4
134,Series 8,Episode 5: Stay humble. (5 June 2019),"Team: Play a game of long distance catch with this beach ball. One team member must throw the ball offscreen to another team member who catches it in a different place, and so on over the longest apparent distance.",Sian Gibson,2
135,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Iain Stirling,5
136,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Joe Thomas,4
137,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Lou Sanders,4
138,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Paul Sinha,1
139,Series 8,Episode 5: Stay humble. (5 June 2019),"Herd the most ping pong balls into the pen. You may only touch the balls with the basketball, the string or one little finger. You may not move the pens. Secret Instruction : Herd this ball and you halve your total.",Sian Gibson,2
140,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Iain Stirling,4
141,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Joe Thomas,5
142,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Lou Sanders,2
143,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Paul Sinha,2
144,Series 8,Episode 5: Stay humble. (5 June 2019),Live: Recreate the scene after you parade past.,Sian Gibson,2
145,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Iain Stirling,1
146,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Joe Thomas,4
147,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Lou Sanders,1
148,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Paul Sinha,1
149,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Prize: Best see-through item.,Sian Gibson,1
150,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Iain Stirling,5
151,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Joe Thomas,2
152,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Lou Sanders,4
153,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Paul Sinha,1
154,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Conceal yourself inside this phone box. No part of you or your clothing may be seen from outside.,Sian Gibson,2
155,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Iain Stirling,2
156,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Joe Thomas,4
157,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Lou Sanders,2
158,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Paul Sinha,2
159,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Team: Design the most iconic album cover.,Sian Gibson,4
160,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Iain Stirling,2
161,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Joe Thomas,4
162,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Lou Sanders,0
163,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Paul Sinha,5
164,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),"In 5 minutes, tell Alex the order the cards are currently in.",Sian Gibson,3
165,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Iain Stirling,0
166,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Joe Thomas,0
167,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Lou Sanders,0
168,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Paul Sinha,0
169,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Score a goal from the furthest distance. You have one attempt.,Sian Gibson,5
170,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Iain Stirling,0
171,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Joe Thomas,0
172,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Lou Sanders,5
173,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Paul Sinha,0
174,Series 8,Episode 6: Rock 'n' roll umlaut. (12 June 2019),Live: Roll your toilet roll between the second and third lines.,Sian Gibson,0
175,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Iain Stirling,3
176,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Joe Thomas,4
177,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Lou Sanders,5
178,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Paul Sinha,4
179,Series 8,Episode 7: This is Trevor. (19 June 2019),Prize: Best slippery thing.,Sian Gibson,2
180,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Iain Stirling,0
181,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Joe Thomas,5
182,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Lou Sanders,4
183,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Paul Sinha,3
184,Series 8,Episode 7: This is Trevor. (19 June 2019),"Find the Pink Ladies. You must turn over any bowl you move. If you find the green egg, you're disqualified.",Sian Gibson,0
185,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Iain Stirling,4
186,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Joe Thomas,5
187,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Lou Sanders,2
188,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Paul Sinha,3
189,Series 8,Episode 7: This is Trevor. (19 June 2019),Choose an outfit for the contestant after you alphabetically to wear in a future task.,Sian Gibson,2
190,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Iain Stirling,3
191,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Joe Thomas,5
192,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Lou Sanders,2
193,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Paul Sinha,3
194,Series 8,Episode 7: This is Trevor. (19 June 2019),Do the most powerful thing with your little finger.,Sian Gibson,2
195,Series 8,Episode 7: This is Trevor. (19 June 2019),Team Live: Do not release the green egg. Teams will take turns pulling a numbered string in response to a question. The string with the correct answer will not release the egg. You must pull a new number each time.,Iain Stirling,0
