,season,task_episode,task_description,task_contestant,task_score
112,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Roisin Conaty,0
113,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Romesh Ranganathan,0
114,Series 1,Episode 4: Down an octave. (18 August 2015),Count the beans in the baked bean tin.,Tim Key,0
115,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Frank Skinner,1
116,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Josh Widdicombe,1
117,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Roisin Conaty,1
118,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Romesh Ranganathan,1
119,Series 1,Episode 4: Down an octave. (18 August 2015),Live: Memorise the names of an Australian rules football team.,Tim Key,1
120,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Frank Skinner,4
121,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Josh Widdicombe,5
122,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Roisin Conaty,1
123,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Romesh Ranganathan,3
124,Series 1,Episode 5: Little denim shorts. (25 August 2015),Prize: Most valuable item.,Tim Key,2
125,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Frank Skinner,4
126,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Josh Widdicombe,5
127,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Roisin Conaty,1
128,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Romesh Ranganathan,2
129,Series 1,Episode 5: Little denim shorts. (25 August 2015),Get this boulder as far from this place as possible.,Tim Key,3
130,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Frank Skinner,3
131,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Josh Widdicombe,5
132,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Roisin Conaty,2
133,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Romesh Ranganathan,4
134,Series 1,Episode 5: Little denim shorts. (25 August 2015),Grow the longest nail in ten weeks.,Tim Key,1
135,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Frank Skinner,2
136,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Josh Widdicombe,0
137,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Roisin Conaty,0
138,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Romesh Ranganathan,0
139,Series 1,Episode 5: Little denim shorts. (25 August 2015),Team: Make this bed to a hotel standard whilst holding hands.,Tim Key,2
140,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Frank Skinner,3
141,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Josh Widdicombe,1
142,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Roisin Conaty,5
143,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Romesh Ranganathan,4
144,Series 1,Episode 5: Little denim shorts. (25 August 2015),Make this Swedish person blush.,Tim Key,2
145,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Frank Skinner,4
146,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Josh Widdicombe,2
147,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Roisin Conaty,5
148,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Romesh Ranganathan,3
149,Series 1,Episode 5: Little denim shorts. (25 August 2015),Live: Blow up the biggest balloon whilst blindfolded.,Tim Key,0
150,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Frank Skinner,2
151,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Josh Widdicombe,4
152,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Roisin Conaty,1
153,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Romesh Ranganathan,3
154,Series 1,Episode 6: The last supper. (1 September 2015),Prize: Most satisfying item.,Tim Key,5
155,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Frank Skinner,4
156,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Josh Widdicombe,2
157,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Roisin Conaty,5
158,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Romesh Ranganathan,1
159,Series 1,Episode 6: The last supper. (1 September 2015),Get the lowest golf score using eggs.,Tim Key,3
160,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Frank Skinner,2
161,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Josh Widdicombe,0
162,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Roisin Conaty,0
163,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Romesh Ranganathan,0
164,Series 1,Episode 6: The last supper. (1 September 2015),Team: Stage a realistic blooper from a home movie.,Tim Key,2
165,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Frank Skinner,5
166,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Josh Widdicombe,1
167,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Roisin Conaty,1
168,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Romesh Ranganathan,4
169,Series 1,Episode 6: The last supper. (1 September 2015),Make the best meal for the Taskmaster using ingredients beginning with every letter of the alphabet,Tim Key,3
170,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Frank Skinner,3
171,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Josh Widdicombe,2
172,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Roisin Conaty,1
173,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Romesh Ranganathan,4
174,Series 1,Episode 6: The last supper. (1 September 2015),"Live: Wearing boxing gloves, put the blue sweets in the empty bowl.",Tim Key,5
