,season,task_episode,task_description,task_contestant,task_score
52,Series 9,Episode 3: Five miles per day. (18 September 2019),Prize: Weirdest wooden thing.,Jo Brand,1
53,Series 9,Episode 3: Five miles per day. (18 September 2019),Prize: Weirdest wooden thing.,Katy Wix,4
54,Series 9,Episode 3: Five miles per day. (18 September 2019),Prize: Weirdest wooden thing.,Rose Matafeo,2
55,Series 9,Episode 3: Five miles per day. (18 September 2019),Enter the caravan within 2 minutes of Alex.,David Baddiel,4
56,Series 9,Episode 3: Five miles per day. (18 September 2019),Enter the caravan within 2 minutes of Alex.,Ed Gamble,3
57,Series 9,Episode 3: Five miles per day. (18 September 2019),Enter the caravan within 2 minutes of Alex.,Jo Brand,1
58,Series 9,Episode 3: Five miles per day. (18 September 2019),Enter the caravan within 2 minutes of Alex.,Katy Wix,5
59,Series 9,Episode 3: Five miles per day. (18 September 2019),Enter the caravan within 2 minutes of Alex.,Rose Matafeo,2
60,Series 9,Episode 3: Five miles per day. (18 September 2019),"Build the most robust statue of the most delicate thing. It must be recognisable and left on the red cross, and it should leave you feeling enormously proud.",David Baddiel,2
61,Series 9,Episode 3: Five miles per day. (18 September 2019),"Build the most robust statue of the most delicate thing. It must be recognisable and left on the red cross, and it should leave you feeling enormously proud.",Ed Gamble,2
62,Series 9,Episode 3: Five miles per day. (18 September 2019),"Build the most robust statue of the most delicate thing. It must be recognisable and left on the red cross, and it should leave you feeling enormously proud.",Jo Brand,3
63,Series 9,Episode 3: Five miles per day. (18 September 2019),"Build the most robust statue of the most delicate thing. It must be recognisable and left on the red cross, and it should leave you feeling enormously proud.",Katy Wix,5
64,Series 9,Episode 3: Five miles per day. (18 September 2019),"Build the most robust statue of the most delicate thing. It must be recognisable and left on the red cross, and it should leave you feeling enormously proud.",Rose Matafeo,4
65,Series 9,Episode 3: Five miles per day. (18 September 2019),Break something into the most pieces and completely fix it.,David Baddiel,2
66,Series 9,Episode 3: Five miles per day. (18 September 2019),Break something into the most pieces and completely fix it.,Ed Gamble,1
67,Series 9,Episode 3: Five miles per day. (18 September 2019),Break something into the most pieces and completely fix it.,Jo Brand,5
68,Series 9,Episode 3: Five miles per day. (18 September 2019),Break something into the most pieces and completely fix it.,Katy Wix,3
69,Series 9,Episode 3: Five miles per day. (18 September 2019),Break something into the most pieces and completely fix it.,Rose Matafeo,4
70,Series 9,Episode 3: Five miles per day. (18 September 2019),"Live: While wearing a blindfold, fill a pint glass with water. If you make a mess, you're disqualified.",David Baddiel,3
71,Series 9,Episode 3: Five miles per day. (18 September 2019),"Live: While wearing a blindfold, fill a pint glass with water. If you make a mess, you're disqualified.",Ed Gamble,5
72,Series 9,Episode 3: Five miles per day. (18 September 2019),"Live: While wearing a blindfold, fill a pint glass with water. If you make a mess, you're disqualified.",Jo Brand,1
73,Series 9,Episode 3: Five miles per day. (18 September 2019),"Live: While wearing a blindfold, fill a pint glass with water. If you make a mess, you're disqualified.",Katy Wix,4
74,Series 9,Episode 3: Five miles per day. (18 September 2019),"Live: While wearing a blindfold, fill a pint glass with water. If you make a mess, you're disqualified.",Rose Matafeo,3
75,Series 9,Episode 4: Quisps. (25 September 2019),Prize: Best thing to celebrate with on a stage,David Baddiel,3
76,Series 9,Episode 4: Quisps. (25 September 2019),Prize: Best thing to celebrate with on a stage,Ed Gamble,5
77,Series 9,Episode 4: Quisps. (25 September 2019),Prize: Best thing to celebrate with on a stage,Jo Brand,4
78,Series 9,Episode 4: Quisps. (25 September 2019),Prize: Best thing to celebrate with on a stage,Katy Wix,2
79,Series 9,Episode 4: Quisps. (25 September 2019),Prize: Best thing to celebrate with on a stage,Rose Matafeo,2
80,Series 9,Episode 4: Quisps. (25 September 2019),Make the most striking water feature.,David Baddiel,4
81,Series 9,Episode 4: Quisps. (25 September 2019),Make the most striking water feature.,Ed Gamble,5
82,Series 9,Episode 4: Quisps. (25 September 2019),Make the most striking water feature.,Jo Brand,2
83,Series 9,Episode 4: Quisps. (25 September 2019),Make the most striking water feature.,Katy Wix,1
84,Series 9,Episode 4: Quisps. (25 September 2019),Make the most striking water feature.,Rose Matafeo,3
85,Series 9,Episode 4: Quisps. (25 September 2019),Team: Bring a classic board game to life.,David Baddiel,3
86,Series 9,Episode 4: Quisps. (25 September 2019),Team: Bring a classic board game to life.,Ed Gamble,3
87,Series 9,Episode 4: Quisps. (25 September 2019),Team: Bring a classic board game to life.,Jo Brand,3
88,Series 9,Episode 4: Quisps. (25 September 2019),Team: Bring a classic board game to life.,Katy Wix,3
89,Series 9,Episode 4: Quisps. (25 September 2019),Team: Bring a classic board game to life.,Rose Matafeo,3
90,Series 9,Episode 4: Quisps. (25 September 2019),Say a letter of the alphabet.,David Baddiel,0
91,Series 9,Episode 4: Quisps. (25 September 2019),Say a letter of the alphabet.,Ed Gamble,0
92,Series 9,Episode 4: Quisps. (25 September 2019),Say a letter of the alphabet.,Jo Brand,0
93,Series 9,Episode 4: Quisps. (25 September 2019),Say a letter of the alphabet.,Katy Wix,0
94,Series 9,Episode 4: Quisps. (25 September 2019),Say a letter of the alphabet.,Rose Matafeo,0
95,Series 9,Episode 4: Quisps. (25 September 2019),"Live: Throw your things beyond the line but not off the runway. If all objects land in the safe zone, the person who threw their object the shortest is eliminated.",David Baddiel,1
96,Series 9,Episode 4: Quisps. (25 September 2019),"Live: Throw your things beyond the line but not off the runway. If all objects land in the safe zone, the person who threw their object the shortest is eliminated.",Ed Gamble,1
97,Series 9,Episode 4: Quisps. (25 September 2019),"Live: Throw your things beyond the line but not off the runway. If all objects land in the safe zone, the person who threw their object the shortest is eliminated.",Jo Brand,4
98,Series 9,Episode 4: Quisps. (25 September 2019),"Live: Throw your things beyond the line but not off the runway. If all objects land in the safe zone, the person who threw their object the shortest is eliminated.",Katy Wix,1
99,Series 9,Episode 4: Quisps. (25 September 2019),"Live: Throw your things beyond the line but not off the runway. If all objects land in the safe zone, the person who threw their object the shortest is eliminated.",Rose Matafeo,5
100,Series 9,Episode 5: Another spoon. (2 October 2019),Prize: Best defunct thing.,David Baddiel,5
101,Series 9,Episode 5: Another spoon. (2 October 2019),Prize: Best defunct thing.,Ed Gamble,2
102,Series 9,Episode 5: Another spoon. (2 October 2019),Prize: Best defunct thing.,Jo Brand,3
103,Series 9,Episode 5: Another spoon. (2 October 2019),Prize: Best defunct thing.,Katy Wix,4
104,Series 9,Episode 5: Another spoon. (2 October 2019),Prize: Best defunct thing.,Rose Matafeo,1
105,Series 9,Episode 5: Another spoon. (2 October 2019),Lasso Alex. You must remain behind the line at all times.,David Baddiel,1
106,Series 9,Episode 5: Another spoon. (2 October 2019),Lasso Alex. You must remain behind the line at all times.,Ed Gamble,2
107,Series 9,Episode 5: Another spoon. (2 October 2019),Lasso Alex. You must remain behind the line at all times.,Jo Brand,5
108,Series 9,Episode 5: Another spoon. (2 October 2019),Lasso Alex. You must remain behind the line at all times.,Katy Wix,3
109,Series 9,Episode 5: Another spoon. (2 October 2019),Lasso Alex. You must remain behind the line at all times.,Rose Matafeo,4
110,Series 9,Episode 5: Another spoon. (2 October 2019),"Make the most accurate and inventive egg timer. You may not incorporate any timekeeping devices. Alex will boil an egg using your timer – they should be runny, but not too runny.",David Baddiel,2
111,Series 9,Episode 5: Another spoon. (2 October 2019),"Make the most accurate and inventive egg timer. You may not incorporate any timekeeping devices. Alex will boil an egg using your timer – they should be runny, but not too runny.",Ed Gamble,1
112,Series 9,Episode 5: Another spoon. (2 October 2019),"Make the most accurate and inventive egg timer. You may not incorporate any timekeeping devices. Alex will boil an egg using your timer – they should be runny, but not too runny.",Jo Brand,5
113,Series 9,Episode 5: Another spoon. (2 October 2019),"Make the most accurate and inventive egg timer. You may not incorporate any timekeeping devices. Alex will boil an egg using your timer – they should be runny, but not too runny.",Katy Wix,3
114,Series 9,Episode 5: Another spoon. (2 October 2019),"Make the most accurate and inventive egg timer. You may not incorporate any timekeeping devices. Alex will boil an egg using your timer – they should be runny, but not too runny.",Rose Matafeo,4
115,Series 9,Episode 5: Another spoon. (2 October 2019),"Team: Get to know this person. You will be tested - you may not write anything down. You will take it in turns to ask completely different questions. He will cycle between telling the truth, lying and bragging, but not necessarily starting with the truth.",David Baddiel,2
116,Series 9,Episode 5: Another spoon. (2 October 2019),"Team: Get to know this person. You will be tested - you may not write anything down. You will take it in turns to ask completely different questions. He will cycle between telling the truth, lying and bragging, but not necessarily starting with the truth.",Ed Gamble,4
117,Series 9,Episode 5: Another spoon. (2 October 2019),"Team: Get to know this person. You will be tested - you may not write anything down. You will take it in turns to ask completely different questions. He will cycle between telling the truth, lying and bragging, but not necessarily starting with the truth.",Jo Brand,2
118,Series 9,Episode 5: Another spoon. (2 October 2019),"Team: Get to know this person. You will be tested - you may not write anything down. You will take it in turns to ask completely different questions. He will cycle between telling the truth, lying and bragging, but not necessarily starting with the truth.",Katy Wix,4
119,Series 9,Episode 5: Another spoon. (2 October 2019),"Team: Get to know this person. You will be tested - you may not write anything down. You will take it in turns to ask completely different questions. He will cycle between telling the truth, lying and bragging, but not necessarily starting with the truth.",Rose Matafeo,4
120,Series 9,Episode 5: Another spoon. (2 October 2019),"Live: Looking at your mirror at all times, build the highest tower behind you. You must remain on your spot, and use only the litter pickers.",David Baddiel,2
121,Series 9,Episode 5: Another spoon. (2 October 2019),"Live: Looking at your mirror at all times, build the highest tower behind you. You must remain on your spot, and use only the litter pickers.",Ed Gamble,5
122,Series 9,Episode 5: Another spoon. (2 October 2019),"Live: Looking at your mirror at all times, build the highest tower behind you. You must remain on your spot, and use only the litter pickers.",Jo Brand,3
123,Series 9,Episode 5: Another spoon. (2 October 2019),"Live: Looking at your mirror at all times, build the highest tower behind you. You must remain on your spot, and use only the litter pickers.",Katy Wix,2
124,Series 9,Episode 5: Another spoon. (2 October 2019),"Live: Looking at your mirror at all times, build the highest tower behind you. You must remain on your spot, and use only the litter pickers.",Rose Matafeo,5
125,Series 9,Episode 6: Bready bready bready. (9 October 2019),Prize: Thing you'd be most pleased to find in a field.,David Baddiel,3
126,Series 9,Episode 6: Bready bready bready. (9 October 2019),Prize: Thing you'd be most pleased to find in a field.,Ed Gamble,5
127,Series 9,Episode 6: Bready bready bready. (9 October 2019),Prize: Thing you'd be most pleased to find in a field.,Jo Brand,4
128,Series 9,Episode 6: Bready bready bready. (9 October 2019),Prize: Thing you'd be most pleased to find in a field.,Katy Wix,1
129,Series 9,Episode 6: Bready bready bready. (9 October 2019),Prize: Thing you'd be most pleased to find in a field.,Rose Matafeo,2
130,Series 9,Episode 6: Bready bready bready. (9 October 2019),Make a part of your body look abnormally long.,David Baddiel,1
131,Series 9,Episode 6: Bready bready bready. (9 October 2019),Make a part of your body look abnormally long.,Ed Gamble,3
132,Series 9,Episode 6: Bready bready bready. (9 October 2019),Make a part of your body look abnormally long.,Jo Brand,5
133,Series 9,Episode 6: Bready bready bready. (9 October 2019),Make a part of your body look abnormally long.,Katy Wix,3
134,Series 9,Episode 6: Bready bready bready. (9 October 2019),Make a part of your body look abnormally long.,Rose Matafeo,4
135,Series 9,Episode 6: Bready bready bready. (9 October 2019),Push the watermelon up the slide and into the caravan using the breadsticks. Only breadsticks may touch the melon. You may not adjust the slide.,David Baddiel,0
136,Series 9,Episode 6: Bready bready bready. (9 October 2019),Push the watermelon up the slide and into the caravan using the breadsticks. Only breadsticks may touch the melon. You may not adjust the slide.,Ed Gamble,5
137,Series 9,Episode 6: Bready bready bready. (9 October 2019),Push the watermelon up the slide and into the caravan using the breadsticks. Only breadsticks may touch the melon. You may not adjust the slide.,Jo Brand,0
138,Series 9,Episode 6: Bready bready bready. (9 October 2019),Push the watermelon up the slide and into the caravan using the breadsticks. Only breadsticks may touch the melon. You may not adjust the slide.,Katy Wix,0
139,Series 9,Episode 6: Bready bready bready. (9 October 2019),Push the watermelon up the slide and into the caravan using the breadsticks. Only breadsticks may touch the melon. You may not adjust the slide.,Rose Matafeo,0
140,Series 9,Episode 6: Bready bready bready. (9 October 2019),Perform the most sensational serenade for yourself.,David Baddiel,2
141,Series 9,Episode 6: Bready bready bready. (9 October 2019),Perform the most sensational serenade for yourself.,Ed Gamble,5
142,Series 9,Episode 6: Bready bready bready. (9 October 2019),Perform the most sensational serenade for yourself.,Jo Brand,5
143,Series 9,Episode 6: Bready bready bready. (9 October 2019),Perform the most sensational serenade for yourself.,Katy Wix,3
144,Series 9,Episode 6: Bready bready bready. (9 October 2019),Perform the most sensational serenade for yourself.,Rose Matafeo,5
145,Series 9,Episode 6: Bready bready bready. (9 October 2019),Live: Slide a drink to the Taskmaster. The worst slider each round is eliminated.,David Baddiel,4
146,Series 9,Episode 6: Bready bready bready. (9 October 2019),Live: Slide a drink to the Taskmaster. The worst slider each round is eliminated.,Ed Gamble,1
147,Series 9,Episode 6: Bready bready bready. (9 October 2019),Live: Slide a drink to the Taskmaster. The worst slider each round is eliminated.,Jo Brand,2
148,Series 9,Episode 6: Bready bready bready. (9 October 2019),Live: Slide a drink to the Taskmaster. The worst slider each round is eliminated.,Katy Wix,5
149,Series 9,Episode 6: Bready bready bready. (9 October 2019),Live: Slide a drink to the Taskmaster. The worst slider each round is eliminated.,Rose Matafeo,3
150,Series 9,Episode 7: A cuddle. (16 October 2019),Prize: Best thing they've taken from someone else's house.,David Baddiel,5
151,Series 9,Episode 7: A cuddle. (16 October 2019),Prize: Best thing they've taken from someone else's house.,Ed Gamble,3
152,Series 9,Episode 7: A cuddle. (16 October 2019),Prize: Best thing they've taken from someone else's house.,Jo Brand,1
153,Series 9,Episode 7: A cuddle. (16 October 2019),Prize: Best thing they've taken from someone else's house.,Katy Wix,4
154,Series 9,Episode 7: A cuddle. (16 October 2019),Prize: Best thing they've taken from someone else's house.,Rose Matafeo,2
155,Series 9,Episode 7: A cuddle. (16 October 2019),"Get the highest single score by throwing whole eggs into the metal things. If an egg doesn’t break, it’s score is doubled. You must release your egg while on the chair and you may not move the chair or the metal things.",David Baddiel,3
156,Series 9,Episode 7: A cuddle. (16 October 2019),"Get the highest single score by throwing whole eggs into the metal things. If an egg doesn’t break, it’s score is doubled. You must release your egg while on the chair and you may not move the chair or the metal things.",Ed Gamble,4
157,Series 9,Episode 7: A cuddle. (16 October 2019),"Get the highest single score by throwing whole eggs into the metal things. If an egg doesn’t break, it’s score is doubled. You must release your egg while on the chair and you may not move the chair or the metal things.",Jo Brand,2
158,Series 9,Episode 7: A cuddle. (16 October 2019),"Get the highest single score by throwing whole eggs into the metal things. If an egg doesn’t break, it’s score is doubled. You must release your egg while on the chair and you may not move the chair or the metal things.",Katy Wix,5
159,Series 9,Episode 7: A cuddle. (16 October 2019),"Get the highest single score by throwing whole eggs into the metal things. If an egg doesn’t break, it’s score is doubled. You must release your egg while on the chair and you may not move the chair or the metal things.",Rose Matafeo,1
160,Series 9,Episode 7: A cuddle. (16 October 2019),Forge the best Mount Rushmore.,David Baddiel,5
161,Series 9,Episode 7: A cuddle. (16 October 2019),Forge the best Mount Rushmore.,Ed Gamble,4
162,Series 9,Episode 7: A cuddle. (16 October 2019),Forge the best Mount Rushmore.,Jo Brand,3
163,Series 9,Episode 7: A cuddle. (16 October 2019),Forge the best Mount Rushmore.,Katy Wix,5
164,Series 9,Episode 7: A cuddle. (16 October 2019),Forge the best Mount Rushmore.,Rose Matafeo,4
165,Series 9,Episode 7: A cuddle. (16 October 2019),Join your hands together so your palms touch and each finger of one hand touches the equivalent finger on the other hand. You must keep your hands in this position for the entire task. Find and put the most gold rings onto the stick.,David Baddiel,1
166,Series 9,Episode 7: A cuddle. (16 October 2019),Join your hands together so your palms touch and each finger of one hand touches the equivalent finger on the other hand. You must keep your hands in this position for the entire task. Find and put the most gold rings onto the stick.,Ed Gamble,5
167,Series 9,Episode 7: A cuddle. (16 October 2019),Join your hands together so your palms touch and each finger of one hand touches the equivalent finger on the other hand. You must keep your hands in this position for the entire task. Find and put the most gold rings onto the stick.,Jo Brand,3
168,Series 9,Episode 7: A cuddle. (16 October 2019),Join your hands together so your palms touch and each finger of one hand touches the equivalent finger on the other hand. You must keep your hands in this position for the entire task. Find and put the most gold rings onto the stick.,Katy Wix,5
169,Series 9,Episode 7: A cuddle. (16 October 2019),Join your hands together so your palms touch and each finger of one hand touches the equivalent finger on the other hand. You must keep your hands in this position for the entire task. Find and put the most gold rings onto the stick.,Rose Matafeo,3
170,Series 9,Episode 7: A cuddle. (16 October 2019),Live: Read the Taskmaster's mind. The Taskmaster will choose a card with either a horse or a laminator. You will receive one point per card guessed right in a row.,David Baddiel,0
171,Series 9,Episode 7: A cuddle. (16 October 2019),Live: Read the Taskmaster's mind. The Taskmaster will choose a card with either a horse or a laminator. You will receive one point per card guessed right in a row.,Ed Gamble,1
172,Series 9,Episode 7: A cuddle. (16 October 2019),Live: Read the Taskmaster's mind. The Taskmaster will choose a card with either a horse or a laminator. You will receive one point per card guessed right in a row.,Jo Brand,13
173,Series 9,Episode 7: A cuddle. (16 October 2019),Live: Read the Taskmaster's mind. The Taskmaster will choose a card with either a horse or a laminator. You will receive one point per card guessed right in a row.,Katy Wix,5
174,Series 9,Episode 7: A cuddle. (16 October 2019),Live: Read the Taskmaster's mind. The Taskmaster will choose a card with either a horse or a laminator. You will receive one point per card guessed right in a row.,Rose Matafeo,1
175,Series 9,Episode 8: Shaqinahat. (23 October 2019),Prize: Best thing from a shed.,David Baddiel,2
176,Series 9,Episode 8: Shaqinahat. (23 October 2019),Prize: Best thing from a shed.,Ed Gamble,4
177,Series 9,Episode 8: Shaqinahat. (23 October 2019),Prize: Best thing from a shed.,Jo Brand,5
178,Series 9,Episode 8: Shaqinahat. (23 October 2019),Prize: Best thing from a shed.,Katy Wix,1
179,Series 9,Episode 8: Shaqinahat. (23 October 2019),Prize: Best thing from a shed.,Rose Matafeo,3
180,Series 9,Episode 8: Shaqinahat. (23 October 2019),Throw something from the longest distance into the pedal bin. The bin must be closed when you throw your thing.,David Baddiel,1
181,Series 9,Episode 8: Shaqinahat. (23 October 2019),Throw something from the longest distance into the pedal bin. The bin must be closed when you throw your thing.,Ed Gamble,5
182,Series 9,Episode 8: Shaqinahat. (23 October 2019),Throw something from the longest distance into the pedal bin. The bin must be closed when you throw your thing.,Jo Brand,4
183,Series 9,Episode 8: Shaqinahat. (23 October 2019),Throw something from the longest distance into the pedal bin. The bin must be closed when you throw your thing.,Katy Wix,2
184,Series 9,Episode 8: Shaqinahat. (23 October 2019),Throw something from the longest distance into the pedal bin. The bin must be closed when you throw your thing.,Rose Matafeo,3
185,Series 9,Episode 8: Shaqinahat. (23 October 2019),Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,David Baddiel,2
186,Series 9,Episode 8: Shaqinahat. (23 October 2019),Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,Ed Gamble,4
187,Series 9,Episode 8: Shaqinahat. (23 October 2019),Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,Jo Brand,1
188,Series 9,Episode 8: Shaqinahat. (23 October 2019),Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,Katy Wix,3
189,Series 9,Episode 8: Shaqinahat. (23 October 2019),Write the best lyrics to the Taskmaster theme tune and perform them in the most memorable way.,Rose Matafeo,5
190,Series 9,Episode 8: Shaqinahat. (23 October 2019),Team: Supply the sound for the film. You will have one attempt to make the sounds in time with the film.,David Baddiel,2
