,season,task_episode,task_description,task_contestant,task_score
82,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Jon Richardson,4
83,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Katherine Ryan,15
84,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Richard Osman,7
85,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Doc Brown,3
86,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Joe Wilkinson,4
87,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Jon Richardson,5
88,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Katherine Ryan,2
89,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Richard Osman,1
90,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Doc Brown,4
91,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Joe Wilkinson,3
92,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Jon Richardson,2
93,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Katherine Ryan,5
94,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Richard Osman,0
95,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Doc Brown,2
96,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Joe Wilkinson,1
97,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Jon Richardson,5
98,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Katherine Ryan,4
99,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Richard Osman,3
100,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Doc Brown,0
101,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Joe Wilkinson,0
102,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Jon Richardson,4
103,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Katherine Ryan,0
104,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Richard Osman,0
105,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Doc Brown,4
106,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Joe Wilkinson,4
107,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Jon Richardson,1
108,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Katherine Ryan,4
109,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Richard Osman,1
110,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Doc Brown,5
111,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Joe Wilkinson,0
112,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Jon Richardson,0
113,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Katherine Ryan,0
114,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Richard Osman,0
115,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Doc Brown,2
116,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Joe Wilkinson,1
117,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Jon Richardson,3
118,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Katherine Ryan,4
119,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Richard Osman,5
120,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Doc Brown,0
121,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Joe Wilkinson,5
122,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Jon Richardson,0
123,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Katherine Ryan,3
124,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Richard Osman,4
125,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Doc Brown,2
126,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Joe Wilkinson,2
127,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Jon Richardson,3
128,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Katherine Ryan,2
129,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Richard Osman,3
130,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Doc Brown,4
131,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Joe Wilkinson,3
132,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Jon Richardson,5
133,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Katherine Ryan,1
134,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Richard Osman,2
135,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Doc Brown,4
136,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Joe Wilkinson,0
137,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Jon Richardson,2
138,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Katherine Ryan,3
139,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Richard Osman,5
